Company_name,City,Country,Business,Products,Tags,Fax,Telephone,Email,Web_Site,WhatsApp,Mobile,Linkedin
KÜTAS TARIM ÜRÜNLERI DIS TIC. SAN. A.S.,Yenisehir/Izmir, Turkey,['Exporter - Exporter'],"[{'Spices': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Spices']",+902324332310,+902324332311,kutas@kutas.com.tr,www.kutas.com.tr,-,-,-
KV GIDA SANAYI VE TICARET A.S.,Tokat, Turkey,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Apricots': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pomegranates': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cherries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Oranges': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Nectarines': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cucumbers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Apricots', 'Oranges', 'Cucumbers', 'Cherries', 'Conventional farming', 'Pomegranates', 'Nectarines', 'Tomatoes', 'Grapes']",+903565325113,+903565325110,abdullahkasap@hotmail.com,www.kvgida.com.tr,-,-,-
LEMUS GIDA SANAYI VE TIC. LTD.STI.,Mersin, Turkey,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Conventional farming', 'Fresh fruits', 'Pulses', 'Vegetables', 'Vegetables']",+903243271640,+903243271638,info@lemusgida.com,www.lemusgida.com,-,+905322868228,-
MARMARA BIRLIK-MARMARA ZEYTIN TARIM SATIS KOOP. BIRLIGI,Basköy/Bursa, Turkey,['Exporter - Exporter'],"[{'Olives': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Olives']",+902244490001,+902244490010,marmarabirlik@marmarabirlik.com.tr,www.marmarabirlik.com.tr,-,-,-
MARTAS MARMARA TARIM ÜR. DEG. A.S.,Armutköy/Bursa, Turkey,['Exporter - Exporter'],[],[],+902242488730,+902242488882,martas@martas.com,www.martas.com,-,-,-
MAYES IÇ VE DIS TICARET LTD.STI.,Alasehir/Manisa, Turkey,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Fresh fruits']",+903842128245,+903842133687,-,-,-,-,-
MBB DIS TICARET TURZ. LTD.STI.,Kayisdagi/Istanbul, Turkey,['Exporter - Exporter'],[],[],+902165765487,+902165765402,-,-,-,-,-
MBN GIDA INSAAT DIS TIC. LTD.STI.,Mersin, Turkey,['Exporter - Exporter'],"[{'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Conventional farming']",+903243254719,+903242378622,diyagida@mynet.com,-,-,+905325272742,-
MEGA TESNIM TARIM UR.GIDA VE INS.TIC.LTD.STI,Selcuklu/Konya, Turkey,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Mushrooms': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Mushrooms', 'Champignons']",+903322493225,+903322498056,info@megatesnim.com.tr,www.megatesnim.com.tr,-,+905524554175,-
MEHMET RASIM NARIN DIS TIC. A.S.,Karacailyas/Mersin, Turkey,['Exporter - Exporter'],"[{'Dry Fruit': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Dried pulses': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Spices': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Dry Fruit', 'Dried pulses', 'Spices']",+903242330022,+903242330000,mrn@mrn.com.tr,www.mrn.com.tr,-,-,-
MELEKLER ITH. IHR. GIDA ELEK.  MALZ. TUR. SAN. TIC. LTD.STI.,Eregli/Konya, Turkey,['Exporter - Exporter'],"[{'Cherries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Carrots': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Carrots', 'Cherries', 'Conventional farming']",+903327125577,+903327133674,melekler.ltd@hotmail.com,-,-,-,-
MENAS A.S.,Mersin, Turkey,['Exporter - Exporter'],[],[],+903242314976,+903242372873,fguruz@hotmail.com,-,-,+905322952495,-
MENAS A.S.,Tömük/Mersin, Turkey,['Exporter - Exporter'],"[{'Pomegranates': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapefruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Watermelons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Potatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Carrots': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Leeks': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Watermelons', 'Carrots', 'Onions', 'Conventional farming', 'Pomegranates', 'Potatoes', 'Tomatoes', 'Grapefruits', 'Leeks']",+903245772338,+903245772335,fguruz@hotmail.com,www.menascitrus.com,-,+905322952495,-
MERSIN ARKADAS TARIM GIDA NAK. SAN. TIC. LTD.STI.,Mersin, Turkey,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Asparagus': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Asparagus', 'Conventional farming', 'Fresh fruits', 'Pulses', 'Vegetables', 'Grapes', 'Vegetables']",+903244512743,+903244512742,arkadastarim@hotmail.com,-,-,+905337051944,-
MERTCAN TARIM ÜR. SAN. VE TIC. LTD.STI.,Antalya, Turkey,['Exporter - Exporter'],[],[],+902424172393,+902424172363,info@mertcantarim.com,www.mertcantarim.com,-,+905323447800,-
MERTPA TARIM GIDA INS.VE AMB.MALZ.HAY.ITH.IHR SAN VE TIC.LTD.STI,Akdeniz/Mersin, Turkey,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Peppers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Peppers']",+903246454402,+903246454401,info@mertpatarim.com.tr,www.mertpatarim.com.tr,-,+905336176263,-
MESUT TARIM ÜRÜNLERI LTD.STI.,Antakya/Hatay, Turkey,['Exporter - Exporter'],"[{'Apricots': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Apples': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pomegranates': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pears': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Figs': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Melons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Chestnuts': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Plums': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Watermelons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Carrots': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Citrus fruits', 'Apricots', 'Watermelons', 'Carrots', 'Chestnuts', 'Onions', 'Conventional farming', 'Figs', 'Pomegranates', 'Apples', 'Melons', 'Pears', 'Tomatoes', 'Plums', 'Grapes']",+903262855819,+903262855818,mesutpaketleme@yahoo.com.tr,-,-,-,-
METEN DIS TIC. SAN.VE IMALAT LTD.STI.,Hopa/Artvin, Turkey,['Exporter - Exporter'],"[{'Oranges': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Oranges', 'Conventional farming']",-,-,-,-,-,-,-
METIN ZAFER PAZARLAMA & DIS TIC.LTD.STI.,Antalya, Turkey,['Exporter - Exporter'],[],[],+902423380868,+902423380866,-,-,-,-,-
METIN ZAFER PAZARLAMA DIS TIC. LTD.STI.,Laleli/Istanbul, Turkey,['Exporter - Exporter'],"[{'Pomegranates': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapefruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Lemons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peppers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrons', 'Conventional farming', 'Pulses', 'Lemons', 'Pomegranates', 'Vegetables', 'Peppers', 'Tomatoes', 'Grapefruits', 'Vegetables']",+902125178095,+902126380749,metin@metinzafer.com,www.metinzafer.com,-,+905322474864,-
MEVLASI KERESTE VE AMBALAJ SAN. LTD.STI.,Antakya/Hatay, Turkey,['Exporter - Exporter'],"[{'Mandarins': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Lemons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrons', 'Onions', 'Conventional farming', 'Lemons', 'Mandarins', 'Tomatoes']",+903262216841,+903262210545,yunusistanbullu@hotmail.com,-,-,-,-
MEVSIM GIDA SAN.VE SOGUK DEPO TIC. A.S.,Kestel/Bursa, Turkey,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pomegranates': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Figs': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cherries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Frozen fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Quince': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Frozen vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Cherries', 'Conventional farming', 'Figs', 'Fresh fruits', 'Frozen fruits', 'Pulses', 'Quince', 'Pomegranates', 'Vegetables', 'Vegetables', 'Frozen vegetables']",+902243833123,+902243833601,mevsim@mvsm.com.tr,www.mvsm.com.tr,-,-,-
MEYSER TARIM ÜRÜNLERI LTD. STI.,Mersin, Turkey,['Exporter - Exporter'],"[{'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Conventional farming']",+903242354015,+903242354016,-,-,-,-,-
MTG FRUITS LTD,Adana, Turkey,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Apricots': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Nectarines': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Plums': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Apricots', 'Conventional farming', 'Nectarines', 'Plums']",+903222325467,+903222325466,hasan@mtgfruits.com,www.mtgfruits.com,-,+905326836633,-
MUCIPLER KOLL.STI.,Bulancak/Giresun, Turkey,['Exporter - Exporter'],[],[],+904543184154,+904543152711,-,-,-,-,-
MUHARREM ERTAN TARIM ÜRÜN.SAN.VE TIC. LTD. SIR.,Aydin, Turkey,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']",[],[],+902367425401,+902367425443,info@mertartarim.com,www.mertartarim.com,-,+905064764545,-
MÜPA TARIM VE GIDA SANAYI A.S.,Izmit/Kocaeli, Turkey,"['Exporter - Exporter', 'Producer - Producer', 'Wholesaler - Producer']","[{'Mushrooms': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Mushrooms', 'Champignons']",+902623712078,+902623714542,mupa@mupa.com.tr,www.mupa.com.tr,-,+905336900025,-
MÜPA TARIM VE GIDA SANAYI A.S.,Ümraniye/Istanbul, Turkey,"['Exporter - Exporter', 'Producer - Producer', 'Wholesaler - Producer']",[],[],+902165270040,+902165271515,mupa@mupa.com.tr,www.mupa.com.tr,-,-,-
MUSLU KARDESLER YAS SEBZE MEYVE PAZ. LTD.STI.,Antalya, Turkey,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Fresh fruits', 'Pulses', 'Vegetables', 'Vegetables']",+902423399634,+902423399610,info@muslukardesler.com,www.muslukardesler.com,-,-,-
NAMSAL GIDA SAN. TIC. LTD.STI.,Topkapi/Istanbul, Turkey,['Exporter - Exporter'],"[{'Strawberries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Raspberries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Frozen fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Wild black cherries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Frozen vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Wild black cherries', 'Conventional farming', 'Strawberries', 'Frozen fruits', 'Raspberries', 'Frozen vegetables']",+902125677269,+902125659094,namsal@namsal.com,www.namsal.com,-,-,-
NARENCIYE IHRACAT CITRUS EXPORT LTD.STI.,Mersin, Turkey,['Exporter - Exporter'],"[{'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Conventional farming']",+903242331211,+903242331210,-,-,-,-,-
NARKA TARIM ÜR. ITH.IHR. PAZ. VE TIC.LTD.STI.,Seyhan/Adana, Turkey,['Exporter - Exporter'],"[{'Watermelons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Watermelons', 'Onions', 'Conventional farming', 'Tomatoes']",+903224297551,+903224287222,danisma@narkatarim.com,-,-,-,-
NATUREL FOODS,Usak, Turkey,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Dried tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Dried tomatoes']",+902762235836,+902762242886,-,www.naturelfoods.com,-,-,-
NIMEKS ORGANIK TARIM ÜR.SAN. VE TIC. LTD.STI.,Çigli/Izmir, Turkey,['Exporter - Exporter'],"[{'Frozen fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Frozen vegetables': {'Convention.': False, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Dried Fruit': {'Convention.': False, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}]","['Organic farming', 'Conventional farming', 'Dried Fruit', 'Frozen fruits', 'Frozen vegetables']",+902323768919,+902323768111,seda@nimeks.com.tr,www.nimeks.com.tr,-,-,-
NORM TARIM MADEN. GIDA VE ORM. ÜR. CAN. HAY. DER. LTD.STI.,Adana, Turkey,['Exporter - Exporter'],"[{'Apples': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Aromatic herbs': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Conventional farming', 'Aromatic herbs', 'Apples']",+903224531534,+903224585001,-,-,-,-,-
OGUZCAN A.S.,Izmir, Turkey,['Exporter - Exporter'],"[{'Dried Fruit': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Dried Fruit']",+902328808015,+902328808010,a.oguz@oguzcanfruit.com,www.oguzcanfruit.com,-,-,-
OKUMUS ITHALAT IHRACAT LTD.STI.,Antalya, Turkey,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peppers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Fresh fruits', 'Pulses', 'Vegetables', 'Peppers', 'Vegetables']",+902423370151,+902423370113,okumus0716@hotmail.com,www.okumus.net,-,+905332160059,-
OKUMUS TARIM LTD.STI.,Gürsu/Bursa, Turkey,['Exporter - Exporter'],"[{'Pears': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Pears']",+902243710205,+902243711205,okumustarim@okumustarim.com,www.okumustarim.com,-,-,-
OLBIA TARIM DIS TICARET A.S.,Antalya, Turkey,['Exporter - Exporter'],"[{'Vegetables': {'Convention.': False, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': True}}, {'Tomatoes on the vine': {'Convention.': False, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': True}}, {'Tomatoes': {'Convention.': False, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': True}}]","['Hydroponic farming', 'Pulses', 'Vegetables', 'Tomatoes', 'Tomatoes on the vine', 'Vegetables']",+902423393090,+902423394490,-,www.olbia.com.tr,-,+905339316374,-
ONAL GIDA LTD.STI.,Balikesir, Turkey,"['Exporter - Exporter', 'Producer - Producer', 'Wholesaler - Producer']","[{'Fresh fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Dried tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Canned vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Dried vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Fresh fruits', 'Pulses', 'Vegetables', 'Dried tomatoes', 'Vegetables', 'Dried vegetables', 'Canned vegetables']",+902662434768,+902662453770,info@onalgida.com.tr,www.onalgida.com.tr,-,+905052440109,-
ÖNER DIS TICARET A.S.,Mersin, Turkey,['Exporter - Exporter'],"[{'Cherries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Potatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Stonefruit': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Cherries', 'Onions', 'Conventional farming', 'Stonefruit', 'Potatoes', 'Tomatoes', 'Grapes']",+903242314540,+903242325260,armagan@oner.com.tr,www.oner.com.tr,-,-,-
ÖNKEL DIS TICARET A.S.,Antalya, Turkey,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Fresh fruits']",+902423380738,+902423380751,info@onkel.com.tr,www.onkel.com.tr,-,-,-
ORGANIK-A GIDA SAN. DIS TIC. LTD.STI.,Saray/Tekirdag, Turkey,['Exporter - Exporter'],"[{'Canned mushrooms': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mushrooms': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Champignons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Dry mushrooms': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Mushrooms', 'Champignons', 'Canned mushrooms', 'Dry mushrooms']",+902122600279,+902123273189,-,www.organik-a.com,-,+905337614132,-
ORKA TARIM ÜRÜNLERI LTD. STI.,Turgutlu/Manisa, Turkey,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Sultanas Raisins': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Sultanas Raisins']",+902363136398,+902363129585,orka@orkatarim.com,www.orkatarim.com,-,-,-
ÖRNEK GIDA VE TARIM ÜR. IM. SAN. TIC. A.S,Karaman, Turkey,['Exporter - Exporter'],"[{'Apples': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cherries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Cherries', 'Conventional farming', 'Apples']",+903382132695,+903382132490,-,www.ornektarim.com.tr,-,-,-
OSMAN AKÇA A.S.,Bornova/Izmir, Turkey,['Exporter - Exporter'],"[{'Figs': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Sultanas Raisins': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Dried apricots': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Dried apricots', 'Conventional farming', 'Figs', 'Sultanas Raisins']",+902324865929,+902324350565,ahmetgoksan@superonline.com,www.akcaholding.com,-,-,-
